22q11 deletion syndrome	musculoskeletal abnormalities|cardiovascular abnormalities|heart diseases|lymphatic diseases|congenital abnormalities|genetic diseases, inborn|parathyroid diseases
dementia, multi-infarct	central nervous system diseases|vascular diseases|delirium, dementia, amnestic, cognitive disorders
dementia, vascular	vascular diseases|central nervous system diseases|delirium, dementia, amnestic, cognitive disorders
demyelinating autoimmune diseases, cns	autoimmune diseases|autoimmune diseases of the nervous system|central nervous system diseases|demyelinating diseases
demyelinating disease	demyelinating diseases
demyelinating diseases	demyelinating diseases
demyelination	demyelinating diseases
dendritic cell sarcoma, follicular	neoplasms by histologic type|lymphatic diseases
dendritic cell sarcoma, interdigitating	neoplasms by histologic type|lymphatic diseases
dendritic keratitis	corneal diseases|dna virus infections|eye infections|eye infections, viral|skin diseases, viral|skin diseases
dengue	arbovirus infections|rna virus infections
dengue hemorrhagic fever	arbovirus infections|rna virus infections
dengue shock syndrome	arbovirus infections|rna virus infections
dens in dente	congenital abnormalities|stomatognathic system abnormalities|tooth diseases
dent disease	urologic diseases|female urogenital diseases|genetic diseases, inborn|metabolic diseases
dental calculus	pathological conditions, anatomical|tooth diseases
dental caries	tooth diseases
dental deposits	tooth diseases
dental enamel hypoplasia	congenital abnormalities|stomatognathic system abnormalities|tooth diseases
dental fissure	tooth diseases
dental fissures	tooth diseases
dental fistula	mouth diseases|pathological conditions, anatomical
dental granuloma	jaw diseases|mouth diseases
dental leakage	tooth diseases
dental occlusion, traumatic	tooth diseases
dental plaque	tooth diseases
dental pulp calcification	tooth diseases
dental pulp diseases	tooth diseases
dental pulp exposure	tooth diseases
dental pulp necrosis	tooth diseases|pathologic processes
dentigerous cyst	cysts|bone diseases|jaw diseases
dentin dysplasia	congenital abnormalities|stomatognathic system abnormalities|tooth diseases
dentin sensitivity	tooth diseases
dentin, secondary	tooth diseases
dentine hypersensitivity	tooth diseases
dentinogenesis imperfecta	congenital abnormalities|stomatognathic system abnormalities|tooth diseases
dentofacial deformities	congenital abnormalities|musculoskeletal abnormalities|stomatognathic system abnormalities
denys-drash syndrome	urogenital abnormalities|female urogenital diseases|congenital abnormalities|gonadal disorders|sexual and gender disorders|neoplasms by histologic type|neoplasms by site|neoplastic syndromes, hereditary|urogenital neoplasms|urologic diseases|genetic diseases, inborn
dependent personality disorder	personality disorders
depression	mood disorders
depression, postpartum	pregnancy complications|mood disorders
depressive disorder	mood disorders
depressive disorder, major	mood disorders
depressive disorder, treatment-resistant	mood disorders
dermatitis	skin diseases
dermatitis herpetiformis	autoimmune diseases|skin diseases
dermatitis, allergic contact	skin diseases|hypersensitivity
dermatitis, atopic	skin diseases|genetic diseases, inborn|hypersensitivity
dermatitis, contact	skin diseases
dermatitis, exfoliative	skin diseases
dermatitis, irritant	skin diseases
dermatitis, occupational	skin diseases|dermatitis, occupational
dermatitis, perioral	skin diseases
dermatitis, photoallergic	skin diseases|hypersensitivity
dermatitis, phototoxic	skin diseases
dermatitis, seborrheic	skin diseases
dermatitis, toxicodendron	skin diseases|hypersensitivity
dermatofibrosarcoma	neoplasms by histologic type|connective tissue diseases
dermatomycoses	infection|mycoses|skin diseases
dermatomycosis	infection|mycoses|skin diseases
dermatomyositis	connective tissue diseases|muscular diseases|neuromuscular diseases|skin diseases
dermatophytosis	infection|mycoses|skin diseases
dermoid cyst	cysts|neoplasms by histologic type
desmoplastic small round cell tumor	neoplasms by histologic type
desulfovibrionaceae infections	bacterial infections
developmental disabilities	mental disorders diagnosed in childhood
dextrocardia	cardiovascular abnormalities|congenital abnormalities|heart diseases
diabetes complication	diabetes mellitus
diabetes complications	diabetes mellitus
diabetes insipidus	urologic diseases|female urogenital diseases|pituitary diseases
diabetes insipidus, nephrogenic	urologic diseases|female urogenital diseases|pituitary diseases
diabetes insipidus, neurogenic	urologic diseases|female urogenital diseases|pituitary diseases
diabetes mellitus	diabetes mellitus|metabolic diseases
diabetes mellitus, experimental	diabetes mellitus|metabolic diseases
diabetes mellitus, lipoatrophic	diabetes mellitus|metabolic diseases
diabetes mellitus, type 1	autoimmune diseases|diabetes mellitus|metabolic diseases
diabetes mellitus, type 2	diabetes mellitus|metabolic diseases
diabetes, gestational	diabetes mellitus|pregnancy complications|metabolic diseases
diabetic angiopathies	diabetes mellitus|vascular diseases
diabetic cardiomyopathies	heart diseases|diabetes mellitus
diabetic coma	diabetes mellitus
diabetic foot	diabetes mellitus|vascular diseases|skin diseases|neuromuscular diseases
diabetic ketoacidosis	metabolic diseases|diabetes mellitus
diabetic nephropathies	diabetes mellitus|urologic diseases|female urogenital diseases
diabetic nephropathy	diabetes mellitus|urologic diseases|female urogenital diseases
diabetic neuropathies	diabetes mellitus|neuromuscular diseases
diabetic neuropathy	diabetes mellitus|neuromuscular diseases
diabetic retinopathy	diabetes mellitus|vascular diseases|retinal diseases
diaper rash	skin diseases
diaphragmatic eventration	congenital abnormalities|digestive system abnormalities
diarrhea	signs and symptoms
diarrhea, infantile	signs and symptoms
diastema	tooth diseases
diastolic heart failure	heart diseases
dicrocoeliasis	helminthiasis
dictyocaulus infections	helminthiasis|parasitic diseases, animal
dientamoebiasis	intestinal diseases, parasitic|protozoan infections|gastrointestinal diseases
diffuse axonal injury	central nervous system diseases|trauma, nervous system|craniocerebral trauma
diffuse cerebral sclerosis of schilder	autoimmune diseases|autoimmune diseases of the nervous system|central nervous system diseases|demyelinating diseases
diffuse neurofibrillary tangles with calcification	central nervous system diseases|delirium, dementia, amnestic, cognitive disorders|neurodegenerative diseases
digeorge syndrome	musculoskeletal abnormalities|cardiovascular abnormalities|heart diseases|lymphatic diseases|congenital abnormalities|genetic diseases, inborn|parathyroid diseases
digestive system abnormalities	congenital abnormalities|digestive system abnormalities
digestive system fistula	digestive system fistula|pathological conditions, anatomical
digital dermatitis	bacterial infections|infection|skin diseases
dihydropyrimidine dehydrogenase deficiency	genetic diseases, inborn|metabolic diseases
dilatation, pathologic	pathological conditions, anatomical
dilated cardiomyopathy	heart diseases|pathological conditions, anatomical
dipetalonema infections	helminthiasis
diphtheria	bacterial infections
diphyllobothriasis	helminthiasis
diplopia	neurologic manifestations|vision disorders|signs and symptoms
dirofilariasis	helminthiasis|parasitic diseases, animal
discitis	bone diseases|infection
discrete subaortic stenosis	heart diseases
disease attributes	pathologic processes
disease progression	pathologic processes
disease resistance	pathologic processes
disease susceptibility	pathologic processes
diseases in twins	pathologic processes
dislocations	dislocations
disorders of excessive somnolence	sleep disorders
disorders of sex development	congenital abnormalities|urogenital abnormalities|female urogenital diseases|gonadal disorders|sexual and gender disorders
disorientation	neurologic manifestations|signs and symptoms
dissecting aneurysm	vascular diseases
disseminated intravascular coagulation	hematologic diseases
dissociative disorders	dissociative disorders
distal myopathies	muscular diseases|neuromuscular diseases|genetic diseases, inborn
distemper	rna virus infections
diurnal enuresis	urologic diseases|female urogenital diseases|mental disorders diagnosed in childhood
diverticulitis	infection|gastrointestinal diseases
diverticulitis, colonic	gastrointestinal diseases
diverticulosis, colonic	gastrointestinal diseases
diverticulosis, esophageal	gastrointestinal diseases
diverticulosis, stomach	gastrointestinal diseases
diverticulum	pathological conditions, anatomical
diverticulum, colon	pathological conditions, anatomical
diverticulum, esophageal	pathological conditions, anatomical
diverticulum, stomach	pathological conditions, anatomical
dizziness	neurologic manifestations|signs and symptoms
dna degradation, necrotic	pathologic processes
dna repair-deficiency disorders	metabolic diseases
dna virus infections	dna virus infections
donohue syndrome	congenital abnormalities|musculoskeletal abnormalities|diabetes mellitus|genetic diseases, inborn|metabolic diseases
double outlet right ventricle	cardiovascular abnormalities|congenital abnormalities|heart diseases
dourine	parasitic diseases, animal|protozoan infections
down syndrome	congenital abnormalities|genetic diseases, inborn|neurologic manifestations|signs and symptoms|mental disorders diagnosed in childhood
dracunculiasis	helminthiasis
drowning	drowning
drug allergy	hypersensitivity
drug eruptions	skin diseases|hypersensitivity|poisoning
drug hypersensitivity	hypersensitivity
drug overdose	drug overdose|poisoning
drug toxicity	poisoning
drug-induced abnormality	congenital abnormalities
drug-induced akathisia	central nervous system diseases|neurotoxicity syndromes|signs and symptoms|poisoning|neurologic manifestations
drug-induced dyskinesia	poisoning|central nervous system diseases|neurotoxicity syndromes|neurologic manifestations|signs and symptoms
drug-induced hepatitis	liver diseases|poisoning
drug-induced liver injury	liver diseases|poisoning
drug-induced liver injury, chronic	liver diseases|poisoning
drug-resistant tuberculosis	bacterial infections
